1986/1/1	-3.78
1986/1/2	-2.83
1986/1/3	-1
1986/1/4	-2.56
1986/1/5	-4.61
1986/1/6	-6.78
1986/1/7	-0.67
1986/1/8	4.94
1986/1/9	0.56
1986/1/10	-1.94
1986/1/11	-4.11
1986/1/12	-6.5
1986/1/13	-6.61
1986/1/14	-4.94
1986/1/15	0.44
1986/1/16	-0.89
1986/1/17	-3.94
1986/1/18	-6.89
1986/1/19	-6.83
1986/1/20	-8.11
1986/1/21	-12.5
1986/1/22	-14.78
1986/1/23	-8.67
1986/1/24	-6
1986/1/25	-11.5
1986/1/26	-11.94
1986/1/27	-10.67
1986/1/28	-9.11
1986/1/29	-1.5
1986/1/30	-1.72
1986/1/31	-4.72
1986/2/1	-5.89
1986/2/2	-9.33
1986/2/3	-7.22
1986/2/4	-7.56
1986/2/5	1.78
1986/2/6	-3.17
1986/2/7	0.94
1986/2/8	5.94
1986/2/9	0.61
1986/2/10	-2.89
1986/2/11	-6.06
1986/2/12	-9.06
1986/2/13	-6.56
1986/2/14	-2.17
1986/2/15	3.5
1986/2/16	7.11
1986/2/17	4.5
1986/2/18	1.78
1986/2/19	0.44
1986/2/20	1.33
1986/2/21	1.11
1986/2/22	-0.11
1986/2/23	2.72
1986/2/24	1.83
1986/2/25	2.22
1986/2/26	1.11
1986/2/27	2.22
1986/2/28	2.94
1986/3/1	1.94
1986/3/2	-0.89
1986/3/3	-3.44
1986/3/4	-6.56
1986/3/5	-6.78
1986/3/6	-10.61
1986/3/7	-9.72
1986/3/8	-6.28
1986/3/9	-1.44
1986/3/10	-5.56
1986/3/11	-10.56
1986/3/12	-10.67
1986/3/13	-15.61
1986/3/14	-16.33
1986/3/15	-17.67
1986/3/16	-16.5
1986/3/17	-15.72
1986/3/18	-14
1986/3/19	-12.83
1986/3/20	-11.33
1986/3/21	-12.44
1986/3/22	-14.22
1986/3/23	-13.67
1986/3/24	-8.33
1986/3/25	-7.72
1986/3/26	-12.83
1986/3/27	-10.11
1986/3/28	-10.72
1986/3/29	-10.94
1986/3/30	-4.39
1986/3/31	-5.28
1986/4/1	-7.39
1986/4/2	-6.78
1986/4/3	-6.89
1986/4/4	-6.56
1986/4/5	-7.22
1986/4/6	-9.06
1986/4/7	-8.5
1986/4/8	-7.67
1986/4/9	-1.44
1986/4/10	2.83
1986/4/11	1.61
1986/4/12	1.67
1986/4/13	1.06
1986/4/14	2.78
1986/4/15	1.44
1986/4/16	-2
1986/4/17	-2.94
1986/4/18	-3.83
1986/4/19	-5.61
1986/4/20	-5.33
1986/4/21	-2.17
1986/4/22	2.94
1986/4/23	-4.17
1986/4/24	-5.67
1986/4/25	-4.72
1986/4/26	-5.5
1986/4/27	-5.28
1986/4/28	-6.06
1986/4/29	-4.33
1986/4/30	-1.78
1986/5/1	-0.28
1986/5/2	-0.67
1986/5/3	0.67
1986/5/4	4.83
1986/5/5	4.17
1986/5/6	2.89
1986/5/7	1.67
1986/5/8	0.61
1986/5/9	-0.06
1986/5/10	0.44
1986/5/11	-0.5
1986/5/12	-0.22
1986/5/13	-0.11
1986/5/14	1.61
1986/5/15	1.39
1986/5/16	0.56
1986/5/17	0.17
1986/5/18	1.33
1986/5/19	-2.11
1986/5/20	-2.61
1986/5/21	-0.5
1986/5/22	1.28
1986/5/23	2.06
1986/5/24	2.89
1986/5/25	-0.39
1986/5/26	-0.78
1986/5/27	-1.33
1986/5/28	-1.72
1986/5/29	-0.17
1986/5/30	0.83
1986/5/31	2.22
1986/6/1	2.67
1986/6/2	1.22
1986/6/3	0.39
1986/6/4	2
1986/6/5	0.67
1986/6/6	1.39
1986/6/7	1.17
1986/6/8	3.78
1986/6/9	0.61
1986/6/10	2.78
1986/6/11	5.5
1986/6/12	2.33
1986/6/13	1.17
1986/6/14	0.67
1986/6/15	2.67
1986/6/16	2.94
1986/6/17	3.33
1986/6/18	7.39
1986/6/19	5.56
1986/6/20	4.89
1986/6/21	4.89
1986/6/22	3.28
1986/6/23	1.78
1986/6/24	4.22
1986/6/25	5.94
1986/6/26	4.39
1986/6/27	5.44
1986/6/28	2.5
1986/6/29	6
1986/6/30	11
1986/7/1	11.72
1986/7/2	15.28
1986/7/3	6.11
1986/7/4	4.22
1986/7/5	4.72
1986/7/6	3.67
1986/7/7	3.11
1986/7/8	5.72
1986/7/9	9.94
1986/7/10	15.39
1986/7/11	7.94
1986/7/12	11.56
1986/7/13	9.22
1986/7/14	13.5
1986/7/15	7.83
1986/7/16	7
1986/7/17	6.06
1986/7/18	5.22
1986/7/19	6.78
1986/7/20	11.11
1986/7/21	6.22
1986/7/22	6.33
1986/7/23	9.11
1986/7/24	9.89
1986/7/25	8.33
1986/7/26	7.61
1986/7/27	3.94
1986/7/28	4.06
1986/7/29	4.78
1986/7/30	4.89
1986/7/31	6.61
1986/8/1	7.61
1986/8/2	8.94
1986/8/3	8.83
1986/8/4	9.17
1986/8/5	8.67
1986/8/6	5.06
1986/8/7	5.39
1986/8/8	5.61
1986/8/9	7.44
1986/8/10	7.83
1986/8/11	7.33
1986/8/12	12.78
1986/8/13	11.44
1986/8/14	7.83
1986/8/15	7.56
1986/8/16	7.61
1986/8/17	6.94
1986/8/18	9
1986/8/19	7
1986/8/20	6.61
1986/8/21	6.17
1986/8/22	6.83
1986/8/23	5.28
1986/8/24	8.17
1986/8/25	8
1986/8/26	7
1986/8/27	7.22
1986/8/28	8.83
1986/8/29	7.78
1986/8/30	5.72
1986/8/31	4.78
1986/9/1	7.72
1986/9/2	3.17
1986/9/3	1.83
1986/9/4	5.94
1986/9/5	6.39
1986/9/6	8.56
1986/9/7	10.5
1986/9/8	8.06
1986/9/9	8.72
1986/9/10	6.72
1986/9/11	7.44
1986/9/12	6.89
1986/9/13	9
1986/9/14	7.94
1986/9/15	9.56
1986/9/16	7.83
1986/9/17	6.33
1986/9/18	4.67
1986/9/19	4.67
1986/9/20	4.22
1986/9/21	4.56
1986/9/22	3
1986/9/23	2.28
1986/9/24	2.44
1986/9/25	2.22
1986/9/26	3.78
1986/9/27	1.5
1986/9/28	2.44
1986/9/29	2.44
1986/9/30	0.56
1986/10/1	0.39
1986/10/2	2.22
1986/10/3	1.94
1986/10/4	0.78
1986/10/5	-0.39
1986/10/6	1.11
1986/10/7	1.89
1986/10/8	1.72
1986/10/9	0.06
1986/10/10	-0.67
1986/10/11	-2
1986/10/12	-4.44
1986/10/13	-4.17
1986/10/14	-1.78
1986/10/15	-2.78
1986/10/16	-2.83
1986/10/17	-2.94
1986/10/18	-5.56
